Game 820: Q-table size = 26845, Epsilon = 0.0100
Game 821: Q-table size = 26845, Epsilon = 0.0100
Game 822: Q-table size = 26845, Epsilon = 0.0100
Game 823: Q-table size = 26845, Epsilon = 0.0100
Game 824: Q-table size = 26845, Epsilon = 0.0100
Game 825: Q-table size = 26845, Epsilon = 0.0100
Game 826: Q-table size = 26845, Epsilon = 0.0100
Game 827: Q-table size = 26845, Epsilon = 0.0100
Game 828: Q-table size = 26845, Epsilon = 0.0100
Game 829: Q-table size = 26845, Epsilon = 0.0100
Game 830: Q-table size = 26845, Epsilon = 0.0100
Game 831: Q-table size = 26845, Epsilon = 0.0100
Game 832: Q-table size = 26845, Epsilon = 0.0100
Game 833: Q-table size = 26845, Epsilon = 0.0100
Game 834: Q-table size = 26845, Epsilon = 0.0100
Game 835: Q-table size = 26845, Epsilon = 0.0100
Game 836: Q-table size = 26845, Epsilon = 0.0100
Game 837: Q-table size = 26845, Epsilon = 0.0100
Game 838: Q-table size = 26845, Epsilon = 0.0100
Game 839: Q-table size = 26845, Epsilon = 0.0100
Game 840: Q-table size = 26845, Epsilon = 0.0100
Game 841: Q-table size = 26845, Epsilon = 0.0100
Game 842: Q-table size = 26845, Epsilon = 0.0100
Game 843: Q-table size = 26845, Epsilon = 0.0100
Game 844: Q-table size = 26845, Epsilon = 0.0100
Game 845: Q-table size = 26845, Epsilon = 0.0100
Game 846: Q-table size = 26845, Epsilon = 0.0100
Game 847: Q-table size = 26845, Epsilon = 0.0100
Game 848: Q-table size = 26845, Epsilon = 0.0100
Game 849: Q-table size = 26845, Epsilon = 0.0100
Game 850: Q-table size = 26845, Epsilon = 0.0100
Game 851: Q-table size = 26845, Epsilon = 0.0100
Game 852: Q-table size = 26845, Epsilon = 0.0100
Game 853: Q-table size = 26845, Epsilon = 0.0100
Game 854: Q-table size = 26845, Epsilon = 0.0100
Game 855: Q-table size = 26845, Epsilon = 0.0100
Game 856: Q-table size = 26845, Epsilon = 0.0100
Game 857: Q-table size = 26845, Epsilon = 0.0100
Game 858: Q-table size = 26845, Epsilon = 0.0100
Game 859: Q-table size = 26845, Epsilon = 0.0100
Game 860: Q-table size = 26845, Epsilon = 0.0100
Game 861: Q-table size = 26845, Epsilon = 0.0100
Game 862: Q-table size = 26845, Epsilon = 0.0100
Game 863: Q-table size = 26845, Epsilon = 0.0100
Game 864: Q-table size = 26845, Epsilon = 0.0100
Game 865: Q-table size = 26845, Epsilon = 0.0100
Game 866: Q-table size = 26845, Epsilon = 0.0100
Game 867: Q-table size = 26845, Epsilon = 0.0100
Game 868: Q-table size = 26845, Epsilon = 0.0100
Game 869: Q-table size = 26845, Epsilon = 0.0100
Game 870: Q-table size = 26845, Epsilon = 0.0100
Game 871: Q-table size = 26845, Epsilon = 0.0100
Game 872: Q-table size = 26845, Epsilon = 0.0100
Game 873: Q-table size = 26845, Epsilon = 0.0100
Game 874: Q-table size = 26845, Epsilon = 0.0100
Game 875: Q-table size = 26845, Epsilon = 0.0100
Game 876: Q-table size = 26845, Epsilon = 0.0100
Game 877: Q-table size = 26845, Epsilon = 0.0100
Game 878: Q-table size = 26845, Epsilon = 0.0100
Game 879: Q-table size = 26845, Epsilon = 0.0100
Game 880: Q-table size = 26845, Epsilon = 0.0100
Game 881: Q-table size = 26845, Epsilon = 0.0100
Game 882: Q-table size = 26845, Epsilon = 0.0100
Game 883: Q-table size = 26845, Epsilon = 0.0100
Game 884: Q-table size = 26845, Epsilon = 0.0100
Game 885: Q-table size = 26845, Epsilon = 0.0100
Game 886: Q-table size = 26845, Epsilon = 0.0100
Game 887: Q-table size = 26845, Epsilon = 0.0100
Game 888: Q-table size = 26845, Epsilon = 0.0100
Game 889: Q-table size = 26845, Epsilon = 0.0100
Game 890: Q-table size = 26845, Epsilon = 0.0100
Game 891: Q-table size = 26845, Epsilon = 0.0100
Game 892: Q-table size = 26845, Epsilon = 0.0100
Game 893: Q-table size = 26845, Epsilon = 0.0100
Game 894: Q-table size = 26845, Epsilon = 0.0100
Game 895: Q-table size = 26845, Epsilon = 0.0100
Game 896: Q-table size = 26845, Epsilon = 0.0100
Game 897: Q-table size = 26845, Epsilon = 0.0100
Game 898: Q-table size = 26845, Epsilon = 0.0100
Game 899: Q-table size = 26845, Epsilon = 0.0100
Game 900: Q-table size = 26845, Epsilon = 0.0100
Game 901: Q-table size = 26845, Epsilon = 0.0100
Game 902: Q-table size = 26845, Epsilon = 0.0100
Game 903: Q-table size = 26845, Epsilon = 0.0100
Game 904: Q-table size = 26845, Epsilon = 0.0100
Game 905: Q-table size = 26845, Epsilon = 0.0100
Game 906: Q-table size = 26845, Epsilon = 0.0100
Game 907: Q-table size = 26845, Epsilon = 0.0100
Game 908: Q-table size = 26845, Epsilon = 0.0100
Game 909: Q-table size = 26845, Epsilon = 0.0100
Game 910: Q-table size = 26845, Epsilon = 0.0100
Game 911: Q-table size = 26845, Epsilon = 0.0100
Game 912: Q-table size = 26845, Epsilon = 0.0100
Game 913: Q-table size = 26845, Epsilon = 0.0100
Game 914: Q-table size = 26845, Epsilon = 0.0100
Game 915: Q-table size = 26845, Epsilon = 0.0100
Game 916: Q-table size = 26845, Epsilon = 0.0100
Game 917: Q-table size = 26845, Epsilon = 0.0100
Game 918: Q-table size = 26845, Epsilon = 0.0100
Game 919: Q-table size = 26845, Epsilon = 0.0100
Game 920: Q-table size = 26845, Epsilon = 0.0100
Game 921: Q-table size = 26845, Epsilon = 0.0100
Game 922: Q-table size = 26845, Epsilon = 0.0100
Game 923: Q-table size = 26845, Epsilon = 0.0100
Game 924: Q-table size = 26845, Epsilon = 0.0100
Game 925: Q-table size = 26845, Epsilon = 0.0100
Game 926: Q-table size = 26845, Epsilon = 0.0100
Game 927: Q-table size = 26845, Epsilon = 0.0100
Game 928: Q-table size = 26845, Epsilon = 0.0100
Game 929: Q-table size = 26845, Epsilon = 0.0100
Game 930: Q-table size = 26845, Epsilon = 0.0100
Game 931: Q-table size = 26845, Epsilon = 0.0100
Game 932: Q-table size = 26845, Epsilon = 0.0100
Game 933: Q-table size = 26845, Epsilon = 0.0100
Game 934: Q-table size = 26845, Epsilon = 0.0100
Game 935: Q-table size = 26845, Epsilon = 0.0100
Game 936: Q-table size = 26845, Epsilon = 0.0100
Game 937: Q-table size = 26845, Epsilon = 0.0100
Game 938: Q-table size = 26845, Epsilon = 0.0100
Game 939: Q-table size = 26845, Epsilon = 0.0100
Game 940: Q-table size = 26845, Epsilon = 0.0100
Game 941: Q-table size = 26845, Epsilon = 0.0100
Game 942: Q-table size = 26845, Epsilon = 0.0100
Game 943: Q-table size = 26845, Epsilon = 0.0100
Game 944: Q-table size = 26845, Epsilon = 0.0100
Game 945: Q-table size = 26845, Epsilon = 0.0100
Game 946: Q-table size = 26845, Epsilon = 0.0100
Game 947: Q-table size = 26845, Epsilon = 0.0100
Game 948: Q-table size = 26845, Epsilon = 0.0100
Game 949: Q-table size = 26845, Epsilon = 0.0100
Game 950: Q-table size = 26845, Epsilon = 0.0100
Game 951: Q-table size = 26845, Epsilon = 0.0100
Game 952: Q-table size = 26845, Epsilon = 0.0100
Game 953: Q-table size = 26845, Epsilon = 0.0100
Game 954: Q-table size = 26845, Epsilon = 0.0100
Game 955: Q-table size = 26845, Epsilon = 0.0100
Game 956: Q-table size = 26845, Epsilon = 0.0100
Game 957: Q-table size = 26845, Epsilon = 0.0100
Game 958: Q-table size = 26845, Epsilon = 0.0100
Game 959: Q-table size = 26845, Epsilon = 0.0100
Game 960: Q-table size = 26845, Epsilon = 0.0100
Game 961: Q-table size = 26845, Epsilon = 0.0100
Game 962: Q-table size = 26845, Epsilon = 0.0100
Game 963: Q-table size = 26845, Epsilon = 0.0100
Game 964: Q-table size = 26845, Epsilon = 0.0100
Game 965: Q-table size = 26845, Epsilon = 0.0100
Game 966: Q-table size = 26855, Epsilon = 0.0100
Game 967: Q-table size = 26855, Epsilon = 0.0100
Game 968: Q-table size = 26855, Epsilon = 0.0100
Game 969: Q-table size = 26855, Epsilon = 0.0100
Game 970: Q-table size = 26855, Epsilon = 0.0100
Game 971: Q-table size = 26855, Epsilon = 0.0100
Game 972: Q-table size = 26855, Epsilon = 0.0100
Game 973: Q-table size = 26855, Epsilon = 0.0100
Game 974: Q-table size = 26855, Epsilon = 0.0100
Game 975: Q-table size = 26855, Epsilon = 0.0100
Game 976: Q-table size = 26855, Epsilon = 0.0100
Game 977: Q-table size = 26855, Epsilon = 0.0100
Game 978: Q-table size = 26855, Epsilon = 0.0100
Game 979: Q-table size = 26855, Epsilon = 0.0100
Game 980: Q-table size = 26855, Epsilon = 0.0100
Game 981: Q-table size = 26855, Epsilon = 0.0100
Game 982: Q-table size = 26855, Epsilon = 0.0100
Game 983: Q-table size = 26855, Epsilon = 0.0100
Game 984: Q-table size = 26855, Epsilon = 0.0100
Game 985: Q-table size = 26855, Epsilon = 0.0100
Game 986: Q-table size = 26855, Epsilon = 0.0100
Game 987: Q-table size = 26855, Epsilon = 0.0100
Game 988: Q-table size = 26855, Epsilon = 0.0100
Game 989: Q-table size = 26855, Epsilon = 0.0100
Game 990: Q-table size = 26855, Epsilon = 0.0100
Game 991: Q-table size = 26855, Epsilon = 0.0100
Game 992: Q-table size = 26855, Epsilon = 0.0100
Game 993: Q-table size = 26855, Epsilon = 0.0100
Game 994: Q-table size = 26855, Epsilon = 0.0100
Game 995: Q-table size = 26855, Epsilon = 0.0100
Game 996: Q-table size = 26855, Epsilon = 0.0100
Game 997: Q-table size = 26855, Epsilon = 0.0100
Game 998: Q-table size = 26855, Epsilon = 0.0100
Game 999: Q-table size = 26855, Epsilon = 0.0100
Game 1000: Q-table size = 26855, Epsilon = 0.0100
Game 1001: Q-table size = 26855, Epsilon = 0.0100
Game 1002: Q-table size = 26855, Epsilon = 0.0100
Game 1003: Q-table size = 26855, Epsilon = 0.0100
Game 1004: Q-table size = 26855, Epsilon = 0.0100
Game 1005: Q-table size = 26855, Epsilon = 0.0100
Game 1006: Q-table size = 26855, Epsilon = 0.0100
Game 1007: Q-table size = 26855, Epsilon = 0.0100
Game 1008: Q-table size = 26855, Epsilon = 0.0100
Game 1009: Q-table size = 26855, Epsilon = 0.0100
Game 1010: Q-table size = 26855, Epsilon = 0.0100
Game 1011: Q-table size = 26855, Epsilon = 0.0100
Game 1012: Q-table size = 26855, Epsilon = 0.0100
Game 1013: Q-table size = 26855, Epsilon = 0.0100
Game 1014: Q-table size = 26855, Epsilon = 0.0100
Game 1015: Q-table size = 26855, Epsilon = 0.0100
Game 1016: Q-table size = 26855, Epsilon = 0.0100
Game 1017: Q-table size = 26855, Epsilon = 0.0100
Game 1018: Q-table size = 26855, Epsilon = 0.0100
Game 1019: Q-table size = 26855, Epsilon = 0.0100
Game 1020: Q-table size = 26855, Epsilon = 0.0100
Game 1021: Q-table size = 26855, Epsilon = 0.0100
Game 1022: Q-table size = 26855, Epsilon = 0.0100
Game 1023: Q-table size = 26855, Epsilon = 0.0100
Game 1024: Q-table size = 26855, Epsilon = 0.0100
Game 1025: Q-table size = 26855, Epsilon = 0.0100
Game 1026: Q-table size = 26855, Epsilon = 0.0100
Game 1027: Q-table size = 26855, Epsilon = 0.0100
Game 1028: Q-table size = 26855, Epsilon = 0.0100
Game 1029: Q-table size = 26855, Epsilon = 0.0100
Game 1030: Q-table size = 26855, Epsilon = 0.0100
Game 1031: Q-table size = 26855, Epsilon = 0.0100
Game 1032: Q-table size = 26855, Epsilon = 0.0100
Game 1033: Q-table size = 26855, Epsilon = 0.0100
Game 1034: Q-table size = 26855, Epsilon = 0.0100
Game 1035: Q-table size = 26855, Epsilon = 0.0100
Game 1036: Q-table size = 26855, Epsilon = 0.0100
Game 1037: Q-table size = 26855, Epsilon = 0.0100
Game 1038: Q-table size = 26855, Epsilon = 0.0100
Game 1039: Q-table size = 26855, Epsilon = 0.0100
Game 1040: Q-table size = 26855, Epsilon = 0.0100
Game 1041: Q-table size = 26855, Epsilon = 0.0100
Game 1042: Q-table size = 26855, Epsilon = 0.0100
Game 1043: Q-table size = 26855, Epsilon = 0.0100
Game 1044: Q-table size = 26855, Epsilon = 0.0100
Game 1045: Q-table size = 26855, Epsilon = 0.0100
Game 1046: Q-table size = 26855, Epsilon = 0.0100
Game 1047: Q-table size = 26855, Epsilon = 0.0100
Game 1048: Q-table size = 26855, Epsilon = 0.0100
Game 1049: Q-table size = 26855, Epsilon = 0.0100
Game 1050: Q-table size = 26855, Epsilon = 0.0100
Game 1051: Q-table size = 26855, Epsilon = 0.0100
Game 1052: Q-table size = 26855, Epsilon = 0.0100
Game 1053: Q-table size = 26855, Epsilon = 0.0100
Game 1054: Q-table size = 26855, Epsilon = 0.0100
Game 1055: Q-table size = 26855, Epsilon = 0.0100
Game 1056: Q-table size = 26855, Epsilon = 0.0100
Game 1057: Q-table size = 26855, Epsilon = 0.0100
Game 1058: Q-table size = 26855, Epsilon = 0.0100
Game 1059: Q-table size = 26855, Epsilon = 0.0100
Game 1060: Q-table size = 26855, Epsilon = 0.0100
Game 1061: Q-table size = 26855, Epsilon = 0.0100
Game 1062: Q-table size = 26855, Epsilon = 0.0100
Game 1063: Q-table size = 26855, Epsilon = 0.0100
Game 1064: Q-table size = 26855, Epsilon = 0.0100
Game 1065: Q-table size = 26855, Epsilon = 0.0100
Game 1066: Q-table size = 26855, Epsilon = 0.0100
Game 1067: Q-table size = 26855, Epsilon = 0.0100
Game 1068: Q-table size = 26855, Epsilon = 0.0100
Game 1069: Q-table size = 26855, Epsilon = 0.0100
Game 1070: Q-table size = 26855, Epsilon = 0.0100
Game 1071: Q-table size = 26855, Epsilon = 0.0100
Game 1072: Q-table size = 26855, Epsilon = 0.0100
Game 1073: Q-table size = 26855, Epsilon = 0.0100
Game 1074: Q-table size = 26855, Epsilon = 0.0100
Game 1075: Q-table size = 26855, Epsilon = 0.0100
Game 1076: Q-table size = 26855, Epsilon = 0.0100
Game 1077: Q-table size = 26855, Epsilon = 0.0100
Game 1078: Q-table size = 26855, Epsilon = 0.0100
Game 1079: Q-table size = 26855, Epsilon = 0.0100
Game 1080: Q-table size = 26855, Epsilon = 0.0100
Game 1081: Q-table size = 26855, Epsilon = 0.0100
Game 1082: Q-table size = 26855, Epsilon = 0.0100
Game 1083: Q-table size = 26855, Epsilon = 0.0100
Game 1084: Q-table size = 26855, Epsilon = 0.0100
Game 1085: Q-table size = 26855, Epsilon = 0.0100
Game 1086: Q-table size = 26855, Epsilon = 0.0100
Game 1087: Q-table size = 26855, Epsilon = 0.0100
Game 1088: Q-table size = 26855, Epsilon = 0.0100
Game 1089: Q-table size = 26855, Epsilon = 0.0100
Game 1090: Q-table size = 26855, Epsilon = 0.0100
Game 1091: Q-table size = 26855, Epsilon = 0.0100
Game 1092: Q-table size = 26855, Epsilon = 0.0100
Game 1093: Q-table size = 26855, Epsilon = 0.0100
Game 1094: Q-table size = 26855, Epsilon = 0.0100
Game 1095: Q-table size = 26855, Epsilon = 0.0100
Game 1096: Q-table size = 26855, Epsilon = 0.0100
Game 1097: Q-table size = 26855, Epsilon = 0.0100
Game 1098: Q-table size = 26855, Epsilon = 0.0100
Game 1099: Q-table size = 26855, Epsilon = 0.0100
Game 1100: Q-table size = 26855, Epsilon = 0.0100
Game 1101: Q-table size = 26855, Epsilon = 0.0100
Game 1102: Q-table size = 26863, Epsilon = 0.0100
Game 1103: Q-table size = 26863, Epsilon = 0.0100
Game 1104: Q-table size = 26863, Epsilon = 0.0100
Game 1105: Q-table size = 26863, Epsilon = 0.0100
Game 1106: Q-table size = 26863, Epsilon = 0.0100
Game 1107: Q-table size = 26863, Epsilon = 0.0100
Game 1108: Q-table size = 26863, Epsilon = 0.0100
Game 1109: Q-table size = 26863, Epsilon = 0.0100
Game 1110: Q-table size = 26863, Epsilon = 0.0100
Game 1111: Q-table size = 26863, Epsilon = 0.0100
Game 1112: Q-table size = 26863, Epsilon = 0.0100
Game 1113: Q-table size = 26863, Epsilon = 0.0100
Game 1114: Q-table size = 26863, Epsilon = 0.0100
Game 1115: Q-table size = 26863, Epsilon = 0.0100
Game 1116: Q-table size = 26863, Epsilon = 0.0100
Game 1117: Q-table size = 26863, Epsilon = 0.0100
Game 1118: Q-table size = 26863, Epsilon = 0.0100
Game 1119: Q-table size = 26863, Epsilon = 0.0100
Game 1120: Q-table size = 26863, Epsilon = 0.0100
Game 1121: Q-table size = 26863, Epsilon = 0.0100
Game 1122: Q-table size = 26863, Epsilon = 0.0100
Game 1123: Q-table size = 26863, Epsilon = 0.0100
Game 1124: Q-table size = 26863, Epsilon = 0.0100
Game 1125: Q-table size = 26863, Epsilon = 0.0100
Game 1126: Q-table size = 26872, Epsilon = 0.0100
Game 1127: Q-table size = 26872, Epsilon = 0.0100
Game 1128: Q-table size = 26872, Epsilon = 0.0100
Game 1129: Q-table size = 26872, Epsilon = 0.0100
Game 1130: Q-table size = 26872, Epsilon = 0.0100
Game 1131: Q-table size = 26872, Epsilon = 0.0100
Game 1132: Q-table size = 26872, Epsilon = 0.0100
Game 1133: Q-table size = 26872, Epsilon = 0.0100
Game 1134: Q-table size = 26872, Epsilon = 0.0100
Game 1135: Q-table size = 26872, Epsilon = 0.0100
Game 1136: Q-table size = 26872, Epsilon = 0.0100
Game 1137: Q-table size = 26872, Epsilon = 0.0100
Game 1138: Q-table size = 26872, Epsilon = 0.0100
Game 1139: Q-table size = 26872, Epsilon = 0.0100
Game 1140: Q-table size = 26872, Epsilon = 0.0100
Game 1141: Q-table size = 26872, Epsilon = 0.0100
Game 1142: Q-table size = 26872, Epsilon = 0.0100
Game 1143: Q-table size = 26872, Epsilon = 0.0100
Game 1144: Q-table size = 26872, Epsilon = 0.0100
Game 1145: Q-table size = 26872, Epsilon = 0.0100
Game 1146: Q-table size = 26872, Epsilon = 0.0100
Game 1147: Q-table size = 26872, Epsilon = 0.0100
Game 1148: Q-table size = 26872, Epsilon = 0.0100
Game 1149: Q-table size = 26872, Epsilon = 0.0100
Game 1150: Q-table size = 26872, Epsilon = 0.0100
Game 1151: Q-table size = 26872, Epsilon = 0.0100
Game 1152: Q-table size = 26872, Epsilon = 0.0100
Game 1153: Q-table size = 26872, Epsilon = 0.0100
Game 1154: Q-table size = 26872, Epsilon = 0.0100
Game 1155: Q-table size = 26872, Epsilon = 0.0100
Game 1156: Q-table size = 26872, Epsilon = 0.0100
Game 1157: Q-table size = 26872, Epsilon = 0.0100
Game 1158: Q-table size = 26872, Epsilon = 0.0100
Game 1159: Q-table size = 26872, Epsilon = 0.0100
Game 1160: Q-table size = 26872, Epsilon = 0.0100
Game 1161: Q-table size = 26872, Epsilon = 0.0100
Game 1162: Q-table size = 26872, Epsilon = 0.0100
Game 1163: Q-table size = 26872, Epsilon = 0.0100
Game 1164: Q-table size = 26872, Epsilon = 0.0100
Game 1165: Q-table size = 26872, Epsilon = 0.0100
Game 1166: Q-table size = 26872, Epsilon = 0.0100
Game 1167: Q-table size = 26872, Epsilon = 0.0100
Game 1168: Q-table size = 26872, Epsilon = 0.0100
Game 1169: Q-table size = 26872, Epsilon = 0.0100
Game 1170: Q-table size = 26872, Epsilon = 0.0100
Game 1171: Q-table size = 26872, Epsilon = 0.0100
Game 1172: Q-table size = 26872, Epsilon = 0.0100
Game 1173: Q-table size = 26872, Epsilon = 0.0100
Game 1174: Q-table size = 26872, Epsilon = 0.0100
Game 1175: Q-table size = 26872, Epsilon = 0.0100
Game 1176: Q-table size = 26872, Epsilon = 0.0100
Game 1177: Q-table size = 26872, Epsilon = 0.0100
Game 1178: Q-table size = 26872, Epsilon = 0.0100
Game 1179: Q-table size = 26878, Epsilon = 0.0100
Game 1180: Q-table size = 26878, Epsilon = 0.0100
Game 1181: Q-table size = 26878, Epsilon = 0.0100
Game 1182: Q-table size = 26878, Epsilon = 0.0100
Game 1183: Q-table size = 26878, Epsilon = 0.0100
Game 1184: Q-table size = 26878, Epsilon = 0.0100
Game 1185: Q-table size = 26878, Epsilon = 0.0100
Game 1186: Q-table size = 26878, Epsilon = 0.0100
Game 1187: Q-table size = 26878, Epsilon = 0.0100
Game 1188: Q-table size = 26878, Epsilon = 0.0100
Game 1189: Q-table size = 26878, Epsilon = 0.0100
Game 1190: Q-table size = 26878, Epsilon = 0.0100
Game 1191: Q-table size = 26878, Epsilon = 0.0100
Game 1192: Q-table size = 26878, Epsilon = 0.0100
Game 1193: Q-table size = 26878, Epsilon = 0.0100
Game 1194: Q-table size = 26878, Epsilon = 0.0100
Game 1195: Q-table size = 26878, Epsilon = 0.0100
Game 1196: Q-table size = 26878, Epsilon = 0.0100
Game 1197: Q-table size = 26878, Epsilon = 0.0100
Game 1198: Q-table size = 26878, Epsilon = 0.0100
Game 1199: Q-table size = 26884, Epsilon = 0.0100
Game 1200: Q-table size = 26884, Epsilon = 0.0100
Game 1201: Q-table size = 26884, Epsilon = 0.0100
Game 1202: Q-table size = 26884, Epsilon = 0.0100
Game 1203: Q-table size = 26884, Epsilon = 0.0100
Game 1204: Q-table size = 26884, Epsilon = 0.0100
Game 1205: Q-table size = 26884, Epsilon = 0.0100
Game 1206: Q-table size = 26884, Epsilon = 0.0100
Game 1207: Q-table size = 26884, Epsilon = 0.0100
Game 1208: Q-table size = 26884, Epsilon = 0.0100
Game 1209: Q-table size = 26884, Epsilon = 0.0100
Game 1210: Q-table size = 26884, Epsilon = 0.0100
Game 1211: Q-table size = 26884, Epsilon = 0.0100
Game 1212: Q-table size = 26884, Epsilon = 0.0100
Game 1213: Q-table size = 26884, Epsilon = 0.0100
Game 1214: Q-table size = 26884, Epsilon = 0.0100
Game 1215: Q-table size = 26884, Epsilon = 0.0100
Game 1216: Q-table size = 26884, Epsilon = 0.0100
Game 1217: Q-table size = 26884, Epsilon = 0.0100
Game 1218: Q-table size = 26884, Epsilon = 0.0100
Game 1219: Q-table size = 26884, Epsilon = 0.0100
Game 1220: Q-table size = 26884, Epsilon = 0.0100
Game 1221: Q-table size = 26884, Epsilon = 0.0100
Game 1222: Q-table size = 26884, Epsilon = 0.0100
Game 1223: Q-table size = 26884, Epsilon = 0.0100
Game 1224: Q-table size = 26884, Epsilon = 0.0100
Game 1225: Q-table size = 26884, Epsilon = 0.0100
Game 1226: Q-table size = 26884, Epsilon = 0.0100
Game 1227: Q-table size = 26884, Epsilon = 0.0100
Game 1228: Q-table size = 26884, Epsilon = 0.0100
Game 1229: Q-table size = 26884, Epsilon = 0.0100
Game 1230: Q-table size = 26884, Epsilon = 0.0100
Game 1231: Q-table size = 26884, Epsilon = 0.0100
Game 1232: Q-table size = 26884, Epsilon = 0.0100
Game 1233: Q-table size = 26884, Epsilon = 0.0100
Game 1234: Q-table size = 26884, Epsilon = 0.0100
Game 1235: Q-table size = 26884, Epsilon = 0.0100
Game 1236: Q-table size = 26884, Epsilon = 0.0100
Game 1237: Q-table size = 26884, Epsilon = 0.0100
Game 1238: Q-table size = 26884, Epsilon = 0.0100
Game 1239: Q-table size = 26884, Epsilon = 0.0100
Game 1240: Q-table size = 26884, Epsilon = 0.0100
Game 1241: Q-table size = 26884, Epsilon = 0.0100
Game 1242: Q-table size = 26884, Epsilon = 0.0100
Game 1243: Q-table size = 26884, Epsilon = 0.0100
Game 1244: Q-table size = 26884, Epsilon = 0.0100
Game 1245: Q-table size = 26884, Epsilon = 0.0100
Game 1246: Q-table size = 26884, Epsilon = 0.0100
Game 1247: Q-table size = 26884, Epsilon = 0.0100
Game 1248: Q-table size = 26884, Epsilon = 0.0100
Game 1249: Q-table size = 26884, Epsilon = 0.0100
Game 1250: Q-table size = 26884, Epsilon = 0.0100
Game 1251: Q-table size = 26884, Epsilon = 0.0100
Game 1252: Q-table size = 26884, Epsilon = 0.0100
Game 1253: Q-table size = 26884, Epsilon = 0.0100
Game 1254: Q-table size = 26884, Epsilon = 0.0100
Game 1255: Q-table size = 26884, Epsilon = 0.0100
Game 1256: Q-table size = 26884, Epsilon = 0.0100
Game 1257: Q-table size = 26884, Epsilon = 0.0100
Game 1258: Q-table size = 26884, Epsilon = 0.0100
Game 1259: Q-table size = 26884, Epsilon = 0.0100
Game 1260: Q-table size = 26884, Epsilon = 0.0100
Game 1261: Q-table size = 26884, Epsilon = 0.0100
Game 1262: Q-table size = 26884, Epsilon = 0.0100
Game 1263: Q-table size = 26884, Epsilon = 0.0100
Game 1264: Q-table size = 26884, Epsilon = 0.0100
Game 1265: Q-table size = 26884, Epsilon = 0.0100
Game 1266: Q-table size = 26884, Epsilon = 0.0100
Game 1267: Q-table size = 26884, Epsilon = 0.0100
Game 1268: Q-table size = 26884, Epsilon = 0.0100
Game 1269: Q-table size = 26884, Epsilon = 0.0100
Game 1270: Q-table size = 26884, Epsilon = 0.0100
Game 1271: Q-table size = 26884, Epsilon = 0.0100
Game 1272: Q-table size = 26884, Epsilon = 0.0100
Game 1273: Q-table size = 26884, Epsilon = 0.0100
Game 1274: Q-table size = 26884, Epsilon = 0.0100
Game 1275: Q-table size = 26884, Epsilon = 0.0100
Game 1276: Q-table size = 26884, Epsilon = 0.0100
Game 1277: Q-table size = 26884, Epsilon = 0.0100
Game 1278: Q-table size = 26884, Epsilon = 0.0100
Game 1279: Q-table size = 26884, Epsilon = 0.0100
Game 1280: Q-table size = 26884, Epsilon = 0.0100
Game 1281: Q-table size = 26884, Epsilon = 0.0100
Game 1282: Q-table size = 26884, Epsilon = 0.0100
Game 1283: Q-table size = 26884, Epsilon = 0.0100
Game 1284: Q-table size = 26884, Epsilon = 0.0100
Game 1285: Q-table size = 26884, Epsilon = 0.0100
Game 1286: Q-table size = 26884, Epsilon = 0.0100
Game 1287: Q-table size = 26884, Epsilon = 0.0100
Game 1288: Q-table size = 26884, Epsilon = 0.0100
Game 1289: Q-table size = 26884, Epsilon = 0.0100
Game 1290: Q-table size = 26884, Epsilon = 0.0100
Game 1291: Q-table size = 26884, Epsilon = 0.0100
Game 1292: Q-table size = 26884, Epsilon = 0.0100
Game 1293: Q-table size = 26884, Epsilon = 0.0100
Game 1294: Q-table size = 26884, Epsilon = 0.0100
Game 1295: Q-table size = 26884, Epsilon = 0.0100
Game 1296: Q-table size = 26884, Epsilon = 0.0100
Game 1297: Q-table size = 26884, Epsilon = 0.0100
Game 1298: Q-table size = 26884, Epsilon = 0.0100
Game 1299: Q-table size = 26884, Epsilon = 0.0100
Game 1300: Q-table size = 26884, Epsilon = 0.0100
Game 1301: Q-table size = 26884, Epsilon = 0.0100
Game 1302: Q-table size = 26884, Epsilon = 0.0100
Game 1303: Q-table size = 26884, Epsilon = 0.0100
Game 1304: Q-table size = 26884, Epsilon = 0.0100
Game 1305: Q-table size = 26884, Epsilon = 0.0100
Game 1306: Q-table size = 26884, Epsilon = 0.0100
Game 1307: Q-table size = 26884, Epsilon = 0.0100
Game 1308: Q-table size = 26884, Epsilon = 0.0100
Game 1309: Q-table size = 26884, Epsilon = 0.0100
Game 1310: Q-table size = 26884, Epsilon = 0.0100
Game 1311: Q-table size = 26884, Epsilon = 0.0100
Game 1312: Q-table size = 26884, Epsilon = 0.0100
Game 1313: Q-table size = 26884, Epsilon = 0.0100
Game 1314: Q-table size = 26884, Epsilon = 0.0100
Game 1315: Q-table size = 26884, Epsilon = 0.0100
Game 1316: Q-table size = 26884, Epsilon = 0.0100
Game 1317: Q-table size = 26884, Epsilon = 0.0100
Game 1318: Q-table size = 26884, Epsilon = 0.0100
Game 1319: Q-table size = 26884, Epsilon = 0.0100
Game 1320: Q-table size = 26884, Epsilon = 0.0100
Game 1321: Q-table size = 26884, Epsilon = 0.0100
Game 1322: Q-table size = 26884, Epsilon = 0.0100
Game 1323: Q-table size = 26884, Epsilon = 0.0100
Game 1324: Q-table size = 26884, Epsilon = 0.0100
Game 1325: Q-table size = 26884, Epsilon = 0.0100
